,Gray Whales,Fin Whales,Humpback Whales,Blue Whales,Minke Whales,False Killer Whales,Orca Whales,Sei Whales,Temp
Day 2730,0,3,0,5,0,0,0,0,8.7
Day 2731,0,0,0,0,0,0,0,0,8.9
Day 2732,0,0,0,0,0,0,0,0,8.4
Day 2733,0,0,0,0,0,0,0,0,8.5
Day 2734,0,1,0,0,1,0,0,0,8.4
Day 2735,0,3,0,3,0,0,0,0,8.6
Day 2736,0,0,0,0,0,0,0,0,8.6
Day 2737,0,0,0,0,2,0,0,0,9.1
Day 2738,0,0,0,0,0,0,0,0,8.9
Day 2739,0,0,0,0,0,0,0,0,9.1
Day 2740,0,0,0,0,1,0,0,0,9
Day 2741,0,0,0,0,0,0,0,0,9.3
Day 2742,0,0,0,0,0,0,0,0,9.3
Day 2743,0,0,0,0,0,0,0,0,9.7
Day 2744,0,0,0,0,0,0,0,0,9.6
Day 2745,0,0,0,4,0,0,0,0,9.7
Day 2746,0,0,0,0,0,0,0,0,9.6
Day 2747,0,0,0,0,0,0,0,0,9.9
Day 2748,0,0,0,0,0,0,0,0,9.9
Day 2749,0,0,0,0,0,0,0,0,9.9
Day 2750,0,0,0,0,0,0,0,0,9.8
Day 2751,0,8,0,4,0,0,0,0,10
Day 2752,0,1,0,0,1,0,0,0,9.9
Day 2753,0,0,0,0,0,0,0,0,10.2
Day 2754,0,2,0,8,0,0,0,0,9.4
Day 2755,0,2,0,13,1,0,0,0,10.1
Day 2756,0,1,6,22,1,0,0,0,10
Day 2757,0,1,0,7,2,0,0,0,10.1
Day 2758,0,0,0,10,0,0,0,0,10.1
Day 2759,0,1,0,8,1,0,0,0,10.2
Day 2760,0,2,0,32,0,0,0,0,10.5
Day 2761,0,0,0,7,0,0,0,0,10.4
Day 2762,0,0,0,9,0,0,0,0,10.4
Day 2763,0,0,0,25,0,0,0,0,10.6
Day 2764,0,0,0,12,0,0,0,0,10.5
Day 2765,0,0,0,8,0,0,0,0,10.5
Day 2766,0,0,0,17,0,0,0,0,10.7
Day 2767,0,0,0,13,0,0,0,0,10.4
Day 2768,0,0,0,6,0,0,0,0,10.6
Day 2769,0,0,0,2,0,0,0,0,10.8
Day 2770,0,0,0,8,0,0,0,0,10.7
Day 2771,0,0,0,12,0,0,0,0,10.7
Day 2772,0,0,0,1,0,0,0,0,10.5
Day 2773,0,0,0,10,0,0,0,0,10.7
Day 2774,0,0,0,10,0,0,0,0,10.9
Day 2775,0,0,0,4,0,0,0,0,10.9
Day 2776,0,0,0,5,0,0,0,0,11
Day 2777,0,1,0,7,0,0,0,0,10.7
Day 2778,0,0,0,4,0,0,0,0,10.8
Day 2779,0,0,0,8,0,0,0,0,10.6
Day 2780,0,1,0,6,0,0,0,0,10.9
Day 2781,0,0,0,8,3,0,0,0,11.2
Day 2782,0,1,0,12,0,0,0,0,11.2
Day 2783,0,0,0,3,0,0,0,0,10.9
Day 2784,0,0,0,20,0,0,0,0,10.6
Day 2785,0,0,0,11,0,0,0,0,10.2
Day 2786,0,0,0,8,0,0,0,0,10.5
Day 2787,0,2,0,9,0,0,0,0,11.2
Day 2788,0,0,0,30,0,0,0,0,11
Day 2789,0,3,0,45,1,0,0,0,11.2
Day 2790,0,18,0,17,0,0,0,0,11.4
Day 2791,0,0,0,11,0,0,0,0,11.5
Day 2792,0,1,0,14,0,0,0,0,11.4
Day 2793,0,2,0,24,0,0,0,0,11.5
Day 2794,0,10,0,8,0,0,0,0,11.5
Day 2795,0,3,0,34,1,0,0,0,11.4
Day 2796,0,1,0,37,0,0,0,0,11.1
Day 2797,0,1,1,27,1,0,0,0,10.6
Day 2798,0,0,0,27,1,0,0,0,11.3
Day 2799,0,0,0,22,0,0,0,0,11.8
Day 2800,0,2,0,20,1,0,0,0,11.4
Day 2801,0,0,0,25,0,0,0,0,11.4
Day 2802,0,1,0,39,3,0,0,0,11.4
Day 2803,0,0,0,37,0,0,0,0,11.6
Day 2804,0,1,0,25,0,0,0,0,11.4
Day 2805,0,0,0,7,1,0,0,0,11.4
Day 2806,0,0,0,2,0,0,0,0,10.7
Day 2807,0,1,0,3,0,0,0,0,10.2
Day 2808,0,0,0,0,0,0,0,0,10.5
Day 2809,0,0,0,4,1,0,0,0,10
Day 2810,0,0,0,2,0,0,0,0,10.6
Day 2811,0,0,0,0,0,0,0,0,10.3
Day 2812,0,0,0,0,0,0,0,0,10.8
Day 2813,0,0,0,0,0,0,0,0,10.2
Day 2814,0,0,0,0,0,0,0,0,10.4
Day 2815,0,0,0,0,0,0,0,0,10.1
Day 2816,0,0,0,0,0,0,0,0,10.2
Day 2817,0,0,0,0,0,0,0,0,10
Day 2818,0,0,0,0,0,0,0,0,10.2
Day 2819,0,0,0,0,0,0,0,0,10.1
Day 2820,0,0,0,0,0,0,0,0,9.8
Day 2821,0,0,0,0,0,0,0,0,9.7
Day 2822,0,0,0,0,0,0,0,0,10.4
Day 2823,0,0,0,0,0,0,0,0,10.3
Day 2824,0,0,0,1,0,0,0,0,9.7
Day 2825,0,0,0,1,0,0,0,0,9.6
Day 2826,0,0,0,0,0,0,0,0,9.6
Day 2827,0,0,0,1,0,0,0,0,9.6
Day 2828,0,0,0,2,0,0,0,0,9.6
Day 2829,0,0,0,1,0,0,0,0,9.5
Day 2830,0,0,0,2,0,0,0,0,9.5
Day 2831,0,0,0,0,1,0,0,0,9.4
Day 2832,0,0,0,0,0,0,0,0,9.4
Day 2833,0,0,0,0,0,0,0,0,9.3
Day 2834,0,0,0,0,0,0,0,0,9.2
Day 2835,0,0,0,0,0,0,0,0,9.2
Day 2836,0,0,0,0,0,0,0,0,9.1
Day 2837,0,0,0,0,0,0,0,0,9.2
Day 2838,0,0,0,0,2,0,0,0,9.2
Day 2839,0,0,0,0,0,0,0,0,9.2
Day 2840,0,0,0,0,0,0,0,0,9.1
Day 2841,0,0,0,0,0,0,0,0,9.1
Day 2842,0,0,0,0,0,0,0,0,8.9
Day 2843,0,0,0,0,0,0,0,0,9
Day 2844,0,0,0,0,0,0,0,0,8.9
Day 2845,0,0,0,0,1,0,0,0,8.8
Day 2846,0,0,0,0,0,0,0,0,8.5
Day 2847,0,0,0,0,0,0,0,0,8.4
Day 2848,0,1,0,1,1,0,0,0,7.8
Day 2849,0,0,0,1,0,0,0,0,7.8
Day 2850,0,0,0,0,0,0,0,0,7.7
Day 2851,0,0,0,0,0,0,0,0,7.5
Day 2852,0,0,0,0,0,0,0,0,7.4
Day 2853,0,0,0,0,0,0,0,0,7.6
Day 2854,0,0,0,0,0,0,0,0,7.6
Day 2855,0,0,0,0,0,0,0,0,7.5
Day 2856,0,0,0,0,0,0,0,0,7.4
Day 2857,0,0,0,0,0,0,0,0,7.4
Day 2858,0,0,0,0,0,0,0,0,7.2
Day 2859,0,0,0,0,0,0,0,0,7
Day 2860,0,0,0,0,0,0,0,0,7.2
Day 2861,0,0,0,0,0,0,0,0,6.8
Day 2862,0,0,0,0,0,0,0,0,7
Day 2863,0,0,0,0,0,0,0,0,6.7
Day 2864,0,0,0,0,0,0,0,0,6.6
Day 2865,0,0,0,0,0,0,0,0,6.5
Day 2866,0,0,0,0,0,0,0,0,6.4
Day 2867,0,1,0,0,0,0,0,0,6.4
Day 2868,0,2,0,0,0,0,0,0,6.2
Day 2869,0,1,0,0,0,0,0,0,6
Day 2870,0,0,0,0,0,0,0,0,6.1
Day 2871,0,0,0,0,0,0,0,0,6.2
Day 2872,0,0,0,0,0,0,0,0,6.8
Day 2873,0,0,0,0,0,0,0,0,6.3
Day 2874,0,0,0,0,0,0,0,0,6.4
Day 2875,0,0,0,0,0,0,0,0,6.1
Day 2876,0,0,0,0,0,0,0,0,6.1
Day 2877,0,0,0,0,0,0,0,0,6.7
Day 2878,0,0,0,0,0,0,0,0,6.6
Day 2879,0,0,0,0,0,0,0,0,6.3
Day 2880,0,0,0,0,0,0,0,0,6.2
Day 2881,0,0,0,0,0,0,0,0,5.7
Day 2882,0,0,0,0,0,0,0,0,5.5
Day 2883,0,0,0,0,0,0,0,0,5.3
Day 2884,0,0,0,0,0,0,0,0,5.3
Day 2885,0,0,0,0,0,0,0,0,5.3
Day 2886,0,0,0,0,0,0,0,0,5.4
Day 2887,0,0,0,0,0,0,0,0,5.3
Day 2888,0,0,0,0,0,0,0,0,5.3
Day 2889,0,3,0,0,1,0,0,0,5.3
Day 2890,0,1,0,0,1,0,0,0,5.4
Day 2891,0,0,0,0,0,0,0,0,5.4
Day 2892,0,0,0,0,0,0,0,0,5.3
Day 2893,0,2,0,0,0,0,0,0,5.3
Day 2894,0,0,0,0,0,0,0,0,5.1
Day 2895,0,0,0,0,0,0,0,0,5.1
Day 2896,0,0,0,0,0,0,0,0,4.8
Day 2897,0,2,0,0,1,0,0,0,4.7
Day 2898,0,3,0,0,0,0,0,0,4.7
Day 2899,0,2,0,0,1,0,0,0,4.5
Day 2900,0,2,0,0,2,0,0,0,4.3
Day 2901,0,7,0,0,0,0,0,0,4.4
Day 2902,0,8,0,0,0,0,0,0,4.5
Day 2903,0,7,0,0,0,0,0,0,4.9
Day 2904,0,3,0,0,0,0,0,0,4.9
Day 2905,0,4,0,0,0,0,0,0,4.8
Day 2906,0,0,0,0,0,0,0,0,4.8
Day 2907,1,0,0,0,0,0,0,0,4.5
Day 2908,2,0,0,0,0,0,0,0,4.4
Day 2909,3,0,0,0,0,0,0,0,4.3
Day 2910,0,0,0,0,0,0,0,0,4.5
Day 2911,1,0,0,0,0,0,0,0,4.3
Day 2912,1,0,0,0,0,0,0,0,4.2
Day 2913,0,0,0,0,0,0,0,0,4.1
Day 2914,2,0,0,0,0,0,0,0,4
Day 2915,1,0,0,0,0,0,0,0,3.9
Day 2916,2,0,0,0,0,0,0,0,3.8
Day 2917,0,0,0,0,0,0,0,0,3.8
Day 2918,0,0,0,0,0,0,0,0,4.1
Day 2919,2,0,0,0,0,0,0,0,4
Day 2920,3,4,0,0,0,0,0,0,3.9
Day 2921,1,4,0,0,0,0,0,0,4
Day 2922,2,2,0,0,0,0,0,0,4.1
Day 2923,0,4,0,0,0,0,0,0,4
Day 2924,1,1,0,0,0,0,0,0,3.9
Day 2925,2,1,0,0,0,0,0,0,3.9
Day 2926,2,0,0,0,0,0,0,0,3.8
Day 2927,2,0,0,0,0,0,0,0,4
Day 2928,7,0,0,0,0,0,0,0,3.8
Day 2929,4,0,0,0,0,0,0,0,3.7
Day 2930,0,0,0,0,0,0,0,0,3.7
Day 2931,2,0,0,0,0,0,0,0,3.7
Day 2932,1,0,0,0,0,0,0,0,3.7
Day 2933,0,0,0,0,0,0,0,0,4
Day 2934,0,1,0,0,0,0,0,0,4.1
Day 2935,4,0,0,0,0,0,0,0,4.2
Day 2936,0,1,0,0,0,0,0,0,4.2
Day 2937,1,0,0,0,0,0,0,0,4.2
Day 2938,1,0,0,0,0,0,0,0,4.2
Day 2939,3,0,0,0,0,0,0,0,4.1
Day 2940,3,0,0,0,0,0,0,0,3.9
Day 2941,5,0,0,0,0,0,0,0,4.1
Day 2942,4,0,0,0,0,0,0,0,4.1
Day 2943,13,0,0,0,0,0,0,0,4.1
Day 2944,10,0,0,0,0,0,0,0,4
Day 2945,5,0,0,0,0,0,0,0,4
Day 2946,4,0,0,0,0,0,0,0,4
Day 2947,3,0,0,0,0,0,0,0,4.1
Day 2948,1,0,0,0,0,0,0,0,4.4
Day 2949,2,0,0,0,0,0,0,0,4.3
Day 2950,2,0,0,0,0,0,0,0,4.3
Day 2951,0,0,0,0,0,0,0,0,4.3
Day 2952,2,1,0,0,0,0,0,0,4.4
Day 2953,3,0,0,0,0,0,0,0,4.7
Day 2954,1,0,0,0,0,0,0,0,4.4
Day 2955,5,2,0,0,0,0,0,0,4.7
Day 2956,8,1,0,0,0,0,0,0,4.7
Day 2957,5,0,2,0,1,0,0,0,4.7
Day 2958,0,0,0,0,0,0,0,0,4.7
Day 2959,5,1,0,0,0,0,0,0,4.5
Day 2960,7,0,0,0,0,0,0,0,4.4
Day 2961,2,0,0,0,0,0,0,0,4.4
Day 2962,0,0,0,0,0,0,0,0,4.4
Day 2963,4,0,0,0,0,0,0,0,4.5
Day 2964,4,0,0,0,0,0,0,0,4.4
Day 2965,1,0,0,0,0,0,0,0,4.3
Day 2966,1,0,0,0,0,0,0,0,4.4
Day 2967,2,0,0,0,0,0,0,0,4.4
Day 2968,1,2,0,0,0,0,0,0,4.2
Day 2969,8,4,0,0,0,0,0,0,4
Day 2970,3,11,0,0,0,0,0,0,3.9
Day 2971,5,10,0,0,0,0,0,0,3.8
Day 2972,6,5,0,0,0,0,0,0,3.9
Day 2973,0,0,0,0,0,0,0,0,4.3
Day 2974,0,0,0,0,0,0,0,0,4.1
Day 2975,1,2,0,0,0,0,0,0,4.2
Day 2976,2,0,0,0,0,0,0,0,4.1
Day 2977,1,0,0,0,0,0,0,0,4.3
Day 2978,0,1,0,6,0,0,0,0,4.2
Day 2979,0,0,0,3,0,0,0,0,4.2
Day 2980,1,0,0,0,0,0,0,0,3.8
Day 2981,1,0,0,0,0,0,0,0,3.8
Day 2982,1,0,0,0,0,0,0,0,3.9
Day 2983,3,4,0,0,0,0,0,0,4
Day 2984,0,2,0,0,0,0,0,0,4
Day 2985,0,0,0,0,0,0,0,0,4.2
Day 2986,0,1,0,0,0,0,0,0,3.9
Day 2987,0,8,0,0,2,0,0,0,3.9
Day 2988,6,0,0,0,0,0,0,0,4.1
Day 2989,0,1,0,0,0,0,0,0,3.9
Day 2990,0,3,0,0,0,0,0,0,4.1
Day 2991,3,2,0,0,0,0,15,0,4
Day 2992,7,4,0,0,0,0,0,0,4.1
Day 2993,5,1,0,0,0,0,0,0,4
Day 2994,3,0,0,0,0,0,0,0,3.7
Day 2995,0,3,0,0,0,0,0,0,3.9
Day 2996,3,0,0,0,0,0,0,0,4
Day 2997,0,11,0,0,0,0,0,0,3.8
Day 2998,10,17,2,0,0,0,0,0,4.2
Day 2999,10,1,0,0,0,0,0,0,4.1
Day 3000,3,8,0,0,0,0,0,0,3.9
Day 3001,5,9,0,0,0,0,0,0,3.8
Day 3002,7,0,0,0,0,0,0,0,3.4
Day 3003,11,4,0,0,0,0,0,0,3.8
Day 3004,15,0,0,0,0,0,0,0,3.9
Day 3005,23,0,0,0,0,0,0,0,4
Day 3006,20,0,0,0,0,0,0,0,3.9
Day 3007,9,2,0,0,0,0,0,0,3.9
Day 3008,15,1,0,0,1,0,0,0,3.9
Day 3009,13,2,0,0,0,0,0,0,4
Day 3010,6,2,0,0,0,0,0,0,4
Day 3011,16,4,0,0,0,0,0,0,4.1
Day 3012,25,1,0,0,0,0,0,0,4.3
Day 3013,0,0,0,0,0,0,0,0,4.1
Day 3014,21,0,1,0,0,0,0,0,4.2
Day 3015,4,0,1,0,0,0,0,0,4.3
Day 3016,10,0,0,0,0,0,0,0,4.2
Day 3017,3,0,0,0,0,0,0,0,4.3
Day 3018,9,0,0,0,0,0,0,0,4.3
Day 3019,6,0,0,0,0,0,0,0,4.3
Day 3020,7,0,0,0,0,0,0,0,4.3
Day 3021,0,0,0,0,0,0,0,0,4.2
Day 3022,6,0,0,0,0,0,0,0,4.1
Day 3023,2,0,0,0,0,0,0,0,3.9
Day 3024,2,0,0,0,0,0,0,0,3.9
Day 3025,13,0,0,0,0,0,0,0,4
Day 3026,4,9,2,4,0,0,0,0,4
Day 3027,0,2,0,0,0,0,0,0,4
Day 3028,0,1,0,2,0,0,0,0,4.1
Day 3029,0,3,0,1,0,0,0,0,4.2
Day 3030,0,5,0,0,0,0,0,0,4.4
Day 3031,0,6,0,0,0,0,0,0,4.4
Day 3032,2,4,0,0,0,0,0,0,4.6
Day 3033,8,0,0,0,0,0,0,0,4.4
Day 3034,10,0,0,0,0,0,0,0,4.5
Day 3035,5,0,0,0,0,0,0,0,4.4
Day 3036,1,0,0,0,0,0,0,0,4.4
Day 3037,4,0,0,0,0,0,0,0,4.4
Day 3038,6,0,0,0,0,0,0,0,4.6
Day 3039,7,0,0,0,0,0,0,0,4.5
Day 3040,11,1,0,0,0,0,0,0,4.9
Day 3041,0,0,0,0,1,0,0,0,4.6
Day 3042,4,0,0,0,0,0,0,0,4.6
Day 3043,5,0,0,0,0,0,0,0,4.9
Day 3044,0,0,0,0,0,0,0,0,4.9
Day 3045,4,0,0,0,0,0,0,0,4.9
Day 3046,3,0,0,0,0,0,0,0,4.7
Day 3047,0,0,0,0,0,0,0,0,4.6
Day 3048,0,0,0,0,0,0,0,0,4.8
Day 3049,2,0,0,0,0,0,0,0,4.8
Day 3050,3,0,0,0,0,0,0,0,4.7
Day 3051,1,0,0,0,0,0,0,0,4.8
Day 3052,0,0,0,0,0,0,0,0,4.7
Day 3053,1,0,0,1,0,0,0,0,5
Day 3054,2,3,0,0,3,0,0,0,5
Day 3055,0,5,0,1,0,0,0,0,4.9
Day 3056,0,2,0,0,1,0,0,0,5.2
Day 3057,0,4,0,0,0,0,0,0,5.5
Day 3058,0,2,0,1,0,0,0,0,5.6
Day 3059,2,1,0,0,0,0,0,0,5.4
Day 3060,0,0,1,0,0,0,0,0,5.4
Day 3061,0,0,0,0,0,0,0,0,5.3
Day 3062,0,0,0,0,0,0,0,0,5.6
Day 3063,0,0,0,0,0,0,0,0,6
Day 3064,0,0,0,0,1,0,0,0,5.9
Day 3065,0,0,0,0,0,0,0,0,5.9
Day 3066,0,0,0,0,0,0,0,0,5.9
Day 3067,0,0,0,0,0,0,0,0,6.4
Day 3068,0,1,0,0,0,0,0,0,5.7
Day 3069,0,4,0,0,1,0,0,0,5.9
Day 3070,0,0,0,2,0,0,0,0,5.7
Day 3071,0,0,0,1,0,0,0,0,5.5
Day 3072,0,0,0,0,1,0,0,0,5.8
Day 3073,0,0,0,0,0,0,0,0,6.4
Day 3074,0,0,0,0,2,0,0,0,6.4
Day 3075,0,4,0,1,2,0,0,0,6.7
Day 3076,0,0,0,0,0,0,0,0,6.2
Day 3077,0,0,0,0,1,0,0,0,6.1
Day 3078,0,0,0,1,1,0,0,0,6.3
Day 3079,0,1,0,0,0,0,0,0,7.4
Day 3080,0,0,0,0,8,0,0,0,6.3
Day 3081,0,0,0,0,3,0,0,0,6.4
Day 3082,0,4,0,0,2,0,0,0,6.6
Day 3083,0,0,0,0,1,0,0,0,6.3
Day 3084,0,0,0,0,2,0,0,0,6.6
Day 3085,0,0,0,0,0,0,0,0,6.5
Day 3086,0,0,0,0,0,0,0,0,6.7
Day 3087,0,0,0,2,1,0,0,0,7.6
Day 3088,0,0,0,0,2,0,0,0,7.6
Day 3089,0,0,0,0,0,0,0,0,7.4
Day 3090,0,0,0,0,0,0,0,0,7.4
Day 3091,0,0,0,0,2,0,0,0,7.5
Day 3092,0,0,0,0,1,0,0,0,7.4
Day 3093,0,0,0,0,0,0,0,0,7.7
Day 3094,0,0,0,0,0,0,0,0,7.8
Day 3095,0,0,0,0,1,0,0,0,8.1
Day 3096,0,0,0,0,3,0,0,0,7.5
Day 3097,0,0,0,2,4,0,0,0,7.6
Day 3098,0,0,0,2,11,0,0,0,7.8
Day 3099,0,0,0,6,0,0,0,0,8.2
Day 3100,0,0,0,1,5,0,0,0,8.4
Day 3101,0,0,0,1,0,0,0,0,8.3
Day 3102,0,0,0,0,9,0,0,0,9.1
Day 3103,0,0,0,0,7,0,0,0,8.6
Day 3104,0,1,0,2,0,0,0,0,8.4
Day 3105,0,0,0,7,0,0,0,0,8.2
Day 3106,0,0,0,8,0,0,0,0,8.3
Day 3107,0,0,0,4,0,0,0,0,8.3
Day 3108,0,0,0,1,0,0,0,0,8.2
Day 3109,0,0,0,4,0,0,0,0,8.2
Day 3110,0,2,0,7,0,0,0,0,8.2
Day 3111,0,0,0,1,0,0,0,0,8.2
Day 3112,0,0,0,1,0,0,0,0,8.3
Day 3113,0,0,0,5,0,0,0,0,8.2
Day 3114,0,0,0,5,0,0,0,0,9
Day 3115,0,0,0,8,0,0,0,0,9.2
Day 3116,0,0,0,10,0,0,0,0,9.4
Day 3117,0,0,0,10,0,0,0,0,10
Day 3118,0,2,0,10,0,0,0,0,9.6
Day 3119,0,0,0,10,0,0,0,0,9.7
Day 3120,0,0,0,6,0,0,0,0,10.1
Day 3121,0,0,0,9,0,0,0,0,9.9
Day 3122,0,0,0,11,0,0,0,0,10
Day 3123,0,0,0,23,0,0,0,0,10.4
Day 3124,0,0,0,18,0,0,0,0,10.7
Day 3125,0,0,0,8,0,0,0,0,10.6
Day 3126,0,0,0,8,0,0,0,0,11.2
Day 3127,0,0,0,22,0,0,0,0,11.6
Day 3128,0,0,0,4,0,0,0,0,11.3
Day 3129,0,0,0,7,0,0,0,0,12
Day 3130,0,1,0,27,0,0,0,0,12.9
Day 3131,0,0,0,21,0,0,0,0,12.9
Day 3132,0,4,0,15,0,0,0,0,12.8
Day 3133,0,0,0,6,0,0,0,0,12.7
Day 3134,0,0,0,12,0,0,0,0,12.6
Day 3135,0,0,0,9,0,0,0,0,12.2
Day 3136,0,0,0,7,0,0,0,0,12.3
Day 3137,0,0,0,2,0,0,0,0,12.3
Day 3138,0,0,0,20,1,0,0,0,12.3
Day 3139,0,1,0,16,0,0,0,0,12.5
Day 3140,0,0,0,7,0,0,0,0,12.7
Day 3141,0,0,0,3,0,0,0,0,11.8
Day 3142,0,0,0,1,0,0,0,0,11.2
Day 3143,0,0,0,6,0,0,0,0,11.1
Day 3144,0,0,0,13,0,0,0,0,11.2
Day 3145,0,0,0,8,0,0,0,0,10
Day 3146,0,0,0,25,0,0,0,0,9.7
Day 3147,0,2,0,19,0,0,0,0,11.5
Day 3148,0,0,0,11,0,0,0,0,10.6
Day 3149,0,1,0,10,0,0,0,0,10.6
Day 3150,0,1,0,9,0,0,0,0,11
Day 3151,0,4,0,25,0,0,0,0,11.2
Day 3152,0,5,0,25,0,0,0,0,11.9
Day 3153,0,0,0,14,0,0,0,0,11.5
Day 3154,0,0,0,3,0,0,0,0,11.3
Day 3155,0,0,0,1,0,0,0,0,11.3
Day 3156,0,0,0,0,0,0,0,0,10.8
Day 3157,0,0,0,12,0,0,0,0,10.9
Day 3158,0,0,2,24,0,0,0,0,11.2
Day 3159,0,0,0,10,0,0,0,0,11.3
Day 3160,0,0,0,1,0,0,0,0,11.7
Day 3161,0,0,0,5,0,0,0,0,12.1
Day 3162,0,0,0,6,0,0,0,0,12.1
Day 3163,0,0,0,2,0,0,0,0,12
Day 3164,0,0,0,1,0,0,0,0,11.8
Day 3165,0,2,0,3,1,0,0,0,12
Day 3166,0,0,0,11,0,0,0,0,12
Day 3167,0,0,0,9,0,0,0,0,11.6
Day 3168,0,0,0,15,0,0,0,0,11.1
Day 3169,0,0,0,4,0,0,0,0,11.1
Day 3170,0,0,0,2,0,0,0,0,10.7
Day 3171,0,0,0,3,0,0,0,0,10.5
Day 3172,0,0,0,5,0,0,0,0,10.8
Day 3173,0,2,0,14,0,0,0,0,11
Day 3174,0,0,0,10,0,0,0,0,11.1
Day 3175,0,0,0,6,0,0,0,0,11
Day 3176,0,0,0,5,0,0,0,0,11
Day 3177,0,0,0,8,0,0,0,0,10.7
Day 3178,0,0,0,1,0,0,0,0,11
Day 3179,0,0,0,4,0,0,0,0,10.4
Day 3180,0,0,0,24,0,0,0,0,10
Day 3181,0,0,0,13,0,0,0,0,10.6
Day 3182,0,0,0,10,0,0,0,0,10.7
Day 3183,0,1,0,11,0,0,0,0,10.7
Day 3184,0,0,0,14,0,0,0,0,10.3
Day 3185,0,0,0,19,0,0,0,0,10.2
Day 3186,0,0,0,7,0,0,0,0,10.3
Day 3187,0,0,0,8,0,0,0,0,9.4
Day 3188,0,4,0,6,0,0,0,0,9.1
Day 3189,0,0,0,6,0,0,0,0,9
Day 3190,0,0,0,6,0,0,0,0,7.9
Day 3191,0,0,0,1,0,0,0,0,8.5
Day 3192,0,0,0,4,0,0,0,0,8.4
Day 3193,0,1,0,3,0,0,0,0,8.2
Day 3194,0,0,2,3,0,0,0,0,8.4
Day 3195,0,3,0,6,0,0,0,0,8.5
Day 3196,0,2,0,4,0,0,0,0,8.8
Day 3197,0,0,0,3,0,0,0,0,8
Day 3198,0,0,0,0,0,0,0,0,8.9
Day 3199,0,0,4,0,0,0,0,0,9.2
Day 3200,0,0,0,2,0,0,0,0,8.7
Day 3201,0,4,0,10,0,0,0,0,8.4
Day 3202,0,0,0,4,0,0,0,0,8.1
Day 3203,0,1,0,1,0,0,0,0,8.2
Day 3204,0,4,0,4,0,0,0,0,8.5
Day 3205,0,0,0,1,0,0,0,0,8.2
Day 3206,0,4,0,12,0,0,0,0,8.1
Day 3207,0,4,0,6,0,0,0,0,8.6
Day 3208,0,7,0,27,0,0,0,0,9.1
Day 3209,0,0,0,8,0,0,0,0,8.7
Day 3210,0,1,0,4,0,0,0,0,8.4
Day 3211,0,0,0,2,0,0,0,0,9
Day 3212,0,0,0,4,1,0,0,0,9
Day 3213,0,0,0,6,0,0,0,0,8.3
Day 3214,0,0,0,6,0,0,0,0,8.4
Day 3215,0,0,0,5,1,0,0,0,8.5
Day 3216,0,0,0,4,0,0,0,0,8.6
Day 3217,0,0,0,0,0,0,0,0,7.9
Day 3218,0,0,0,0,0,0,0,0,7.9
Day 3219,0,0,0,0,0,0,0,0,7.9
Day 3220,0,0,0,1,0,0,0,0,7.8
Day 3221,0,2,0,1,0,0,0,0,7.9
Day 3222,0,1,0,0,0,0,0,0,8
Day 3223,0,0,0,0,0,0,0,0,8
Day 3224,0,0,0,0,0,0,0,0,7.7
Day 3225,0,0,0,0,0,0,0,0,7.7
Day 3226,0,0,0,0,1,0,0,0,7.9
Day 3227,0,0,0,0,0,0,0,0,7.5
Day 3228,0,0,0,0,0,0,0,0,7.5
Day 3229,0,0,0,0,0,0,0,0,7.7
Day 3230,0,0,0,0,0,0,0,0,7.7
Day 3231,0,0,0,0,0,0,0,0,7.5
Day 3232,0,0,0,0,0,0,0,0,7.7
Day 3233,0,0,0,0,0,0,0,0,7.5
Day 3234,0,0,0,0,0,0,0,0,7.4
Day 3235,0,0,0,0,0,0,0,0,7.5
Day 3236,0,0,0,0,0,0,0,0,7.5
Day 3237,0,0,0,0,0,0,0,0,7.3
Day 3238,0,0,0,0,0,0,0,0,7.2
Day 3239,0,0,0,0,0,0,0,0,7.1
Day 3240,0,0,0,0,0,0,0,0,7.1
Day 3241,0,4,0,0,1,0,0,0,7
Day 3242,0,4,0,0,0,0,0,0,7.1
Day 3243,0,3,0,0,0,0,0,0,7.1
Day 3244,0,0,0,0,0,0,0,0,6.9
Day 3245,0,0,0,0,0,0,0,0,6.8
Day 3246,0,0,0,0,0,0,0,0,6.8
Day 3247,0,0,0,0,0,0,0,0,6.8
Day 3248,0,0,0,0,0,0,0,0,6.8
Day 3249,0,0,0,0,0,0,0,0,6.7
Day 3250,0,0,0,0,1,0,0,0,6.5
Day 3251,0,2,0,0,0,0,0,0,6.5
Day 3252,0,0,0,0,1,0,0,0,6.4
Day 3253,0,0,0,0,0,0,0,0,6.5
Day 3254,1,0,0,0,0,0,0,0,6.6
Day 3255,0,0,0,0,0,0,0,0,6.5
Day 3256,0,0,0,0,0,0,0,0,6.1
Day 3257,2,0,0,0,0,0,0,0,6.1
Day 3258,0,0,0,0,0,0,0,0,6.1
Day 3259,2,0,0,0,0,0,0,0,6.2
Day 3260,0,0,0,0,0,0,0,0,6.2
Day 3261,0,0,0,0,0,0,0,0,6.3
Day 3262,0,1,0,0,0,0,0,0,6.2
Day 3263,2,0,0,0,0,0,0,0,6.3
Day 3264,1,0,0,0,0,0,0,0,6.3
Day 3265,0,0,0,0,0,0,0,0,6.4
Day 3266,0,0,0,0,0,0,0,0,6.3
Day 3267,0,2,0,0,0,0,0,0,6.4
Day 3268,0,2,0,0,0,0,0,0,6.3
Day 3269,0,2,0,0,0,0,0,0,6.3
